,t,s22,s23,s24,s25,s26,s27,s28,s43,s44,s51,s77,s83,s90,s104,s112,s118,s135,s155,s171,s189,s209,s245,s265,s296,s329,s344,s359,s372,s398,s438,s454,s455,s520,s530,s545,s570,s602,s609,s10,s11,s12,s13,s14,s16,s25_C,s36,s39,s53,s74,s80,s94,s105,s115,s125,s138,s154,s167,s192,s226,s241,s272,s299,s326,s341,s356,s374,s401,s437,s464,s490,s522,s542,s575,s617,s639,T,density,Y_He,Y_Ne,Y_propane(1),Y_H(2),Y_H2(6),Y_CH3(14),Y_CH4(15),Y_C2H6(36),Y_C2H5(37),Y_C2H4(38),Y_C2H3(41),Y_C3H3(66),Y_NC3H7(92),Y_IC3H7(93),Y_C3H5-A(94),Y_C3H6(95),Y_C3H5(101),Y_C4H5(106),Y_C4H5(107),Y_C3H4(167),Y_C3H4(169),Y_PC4H9(183),Y_SC4H9(184),Y_C4H8(189),Y_C4H8(190),Y_C4H7(191),Y_C4H7(192),Y_C4H7(193),Y_C4H6(195),Y_IC4H9(273),Y_C6H10(342),Y_C6H9(343),Y_C5H9(399),Y_C5H9(400),Y_C5H8(403),Y_C5H7(404),Y_C5H9(405),Y_C5H9(407),Y_C5H11(421),Y_C5H11(422),Y_C5H9(428),Y_C5H11(537),Y_C5H11(540),Y_C5H10(541),Y_C4H6(770),Y_C4H5(774),Y_C4H7(777),Y_C4H5(781),Y_C4H5(793),Y_C3H4(801)
43,4.8373681991009645e-05,1.3086635331259994e-09,0.0,-8.039766950564964e-14,0.6648486966071757,3.078382222979944e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0053117407064014e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.1793227258946e-11,-7.512563744102758e-13,0.0,0.0,1.0153129453384148e-13,7.378640958734417e-12,-3.566000334351113e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.36645059853159795,0.0,0.0,2.840388493399018e-15,1.5565422314013817e-08,3.595985675403001e-08,8.584405001488184e-11,4.02571687009748e-13,0.9999994300569401,5.176464377442934e-07,6.850932792583117e-10,3.6457663667569e-18,3.2738956987797207e-41,4.941323965322205e-22,8.825344240177239e-20,1.093327841506699e-27,1.5130357385544046e-22,1.800168511913882e-30,3.915860502457203e-37,2.119574354276745e-36,3.5847172182039603e-34,4.616813781466274e-34,1.8623887846701186e-19,2.874422069707591e-22,4.374154441618152e-22,1.5772803439380207e-25,3.6996688494522465e-29,2.3953952933054324e-29,2.1428099497534524e-31,3.017795506942164e-29,4.646295918078581e-28,9.38664570496738e-47,1.5972410557549194e-47,3.4797473638843575e-42,4.406975152632799e-40,5.4171015718128776e-43,1.5997410834676536e-50,1.8025633938281538e-44,4.668555517722681e-42,3.5086656542168573e-34,4.992383290437147e-32,7.541559531006412e-41,5.250592753193352e-32,7.024066820113342e-32,1.8283853029922138e-47,3.044225629163501e-33,1.953381623144481e-42,3.6801393169221823e-31,1.7911484580992032e-40,1.4881157196369907e-41,3.002473565161239e-43
44,5.3108022340415305e-05,9.712549995361292e-10,0.0,-1.427101106689559e-13,0.6371958562939513,3.1683847421743335e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.813025688423934e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.790174099646989e-11,-9.152048918593422e-13,0.0,0.0,1.2797273429371011e-13,8.490995878119809e-12,-3.632035522378138e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.36645059848149625,0.0,0.0,3.704950783719689e-15,1.4442014990077266e-08,3.8215219349793296e-08,9.498522782398611e-11,4.905252769489903e-13,0.9999993964113476,5.50028115410854e-07,8.078229234873218e-10,4.502347475255749e-18,5.719706314869437e-41,6.81923121647906e-22,1.1512211247887137e-19,1.662991871451334e-27,2.1852512137112267e-22,2.7327620242100697e-30,6.645987216993184e-37,3.609106625886951e-36,6.031943204768465e-34,7.767407995788969e-34,2.5823235182193674e-19,4.403056167598114e-22,6.70636017851128e-22,2.667144793245093e-25,5.890152791168953e-29,3.8120787288704406e-29,3.276450337600783e-31,4.890022827074858e-29,7.839253456620863e-28,2.0574054708103432e-46,3.555795122705543e-47,7.497688897524288e-42,8.566878668718968e-40,1.1676253001590658e-42,3.5634891593796156e-50,3.784652170582885e-44,9.24005436828515e-42,6.4278620593225825e-34,8.431804175321213e-32,1.3987877212780394e-40,8.700753500043541e-32,1.1421609093144453e-31,4.2016342263865573e-47,5.1333498850843446e-33,3.2459668316808447e-42,5.86938447260238e-31,3.15381145504655e-40,2.5320015268676706e-41,5.1052887337290325e-43
45,5.7842362689820966e-05,6.585113655906822e-10,0.0,-1.870479214500917e-13,0.6104259087152084,3.2345209789046555e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.622393799718456e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.402105944324369e-11,-1.0955993053097086e-12,0.0,0.0,1.5759334811768506e-13,9.619337792399679e-12,-3.669979064266634e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.3664505984285753,0.0,0.0,4.7120928565101755e-15,1.340023531179962e-08,4.030784634166976e-08,1.0406016318356654e-10,5.873328740027099e-13,0.9999993651930387,5.800565072227278e-07,9.377200023490353e-10,5.431839174998707e-18,9.44352385657691e-41,9.112071535855394e-22,1.4641858209076664e-19,2.4275333009118225e-27,3.0534364261876745e-22,3.9815843023265805e-30,1.0678899129706626e-36,5.8183444243892586e-36,9.66530282775034e-34,1.2443991226272983e-33,3.4699112777635523e-19,6.4835132968531275e-22,9.884385275006175e-22,4.300800514088893e-25,8.945116350697925e-29,5.786492587198755e-29,4.7995408883692955e-31,7.559237877060745e-29,1.261251198845096e-27,4.168509051588801e-46,7.317884329474029e-47,1.5023794803908112e-41,1.5610883564349225e-39,2.3405182904443773e-42,7.321330799450825e-50,7.41727064891228e-44,1.713685603414956e-41,1.1133658640396364e-33,1.3565523150707196e-31,2.439561456944827e-40,1.3733699680022807e-31,1.7707931665045476e-31,8.917079753395072e-47,8.212807811370811e-33,5.115473143472867e-42,8.925527729630922e-31,5.232495763230656e-40,4.0770477884550065e-41,8.252516021627097e-43
46,6.257670303922663e-05,3.684512061104491e-10,0.0,-2.479983060329572e-13,0.5845273132452579,3.279318797973727e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.454887111700971e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.015117446927653e-11,-1.2922873020353817e-12,0.0,0.0,1.9032429602115195e-13,1.075556337662552e-11,-3.6835652760703214e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.3664505983730378,0.0,0.0,5.866760407272192e-15,1.2434152903983194e-08,4.224956273483211e-08,1.1304874982290041e-10,6.929191751234601e-13,0.9999993362256305,6.079026424957414e-07,1.0742635649389233e-09,6.42614506296162e-18,1.4866674515702369e-40,1.1850733015236699e-21,1.822937697175049e-19,3.4229885264383576e-27,4.149240726620731e-22,5.6040192074419464e-30,1.638841826501239e-36,8.959063986956105e-36,1.4862138286468024e-33,1.9131260898161272e-33,4.541234480301947e-19,9.235171043360259e-22,1.409313186704613e-21,6.663252097643087e-25,1.3055904278391414e-28,8.441270420982671e-29,6.781704115654691e-31,1.1232156726079255e-28,1.9496517055000747e-27,7.906440856652177e-46,1.4099255610895912e-46,2.8319531584729606e-41,2.694068457246626e-39,4.4134125603237734e-42,1.4080049665087049e-49,1.371561657281156e-43,3.009117465397619e-41,1.8395713271606777e-33,2.095018321592627e-31,4.040795851943788e-40,2.080880932383015e-31,2.637715134854148e-31,1.7718339009537833e-46,1.2573965922896303e-32,7.71194388310515e-42,1.3040480632204062e-30,8.25986522371297e-40,6.268035193716407e-41,1.2784536854868132e-42
47,6.731104338863228e-05,9.926972981797783e-11,0.0,-3.3525017721202294e-13,0.5594877132872917,3.305100720111359e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.275717964745781e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.629207814017689e-11,-1.5050847664777726e-12,0.0,0.0,2.260790843478164e-13,1.189266523343324e-11,-3.676133983813732e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.36645059831507215,0.0,0.0,7.172834943499081e-15,1.1538268236115945e-08,4.4051334159164534e-08,1.2193578761995597e-10,8.071918218150816e-13,0.9999993093455598,6.337251169366638e-07,1.216970540015414e-09,7.47701817759179e-18,2.247298246623287e-40,1.5062207980175255e-21,2.2286495865563763e-19,4.686253978826e-27,5.505655512769272e-22,7.658495279331886e-30,2.4186112166993032e-36,1.3266696061171087e-35,2.2063569247402434e-33,2.8395398096522806e-33,5.811387625953219e-19,1.2787496149300686e-21,1.953382522794851e-21,9.977210782305394e-25,1.8422236128457687e-28,1.19040443280413e-28,9.292817554446507e-31,1.613677533122294e-28,2.9126800500457364e-27,1.4177198790348863e-45,2.5683360002578915e-46,5.067317822632552e-41,4.438604200992979e-39,7.899924607363838e-42,2.5572595150513508e-49,2.4133706523497223e-43,5.043057993242362e-41,2.919608591261388e-33,3.1244964249165473e-31,6.4059001190829925e-40,3.0447714922669426e-31,3.797523513252485e-31,3.327607233967822e-46,1.8545435918445738e-32,1.1198649826446523e-41,1.8414165565753802e-30,1.2499922451909182e-39,9.2645523777302e-41,1.9100768667338622e-42
48,7.204538373803793e-05,-1.5057187038662792e-10,0.0,-4.357497674000525e-13,0.5352939807194209,3.313996121859235e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9719691420585e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.244376254141623e-11,-1.7337838146944947e-12,0.0,0.0,2.6475828273441337e-13,1.3024615587542259e-11,-3.65066806474081e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.36645059825485304,0.0,0.0,8.633249910325609e-15,1.0707481355261693e-08,4.5723329274835206e-08,1.3071014604277785e-10,9.30045746895955e-13,0.9999992844011513,6.576709961208229e-07,1.3653929825211268e-09,8.576258412648835e-18,3.280246147734182e-40,1.876980152099392e-21,2.682194636885259e-19,6.254520451836342e-27,7.156848824999954e-22,1.0203556170862123e-29,3.451299720876919e-36,1.8996185550651327e-35,3.1775257887967254e-33,4.088485079810654e-33,7.2944165594447045e-19,1.7279259743561318e-21,2.6422946877362965e-21,1.4506030563259267e-24,2.5247879122375774e-28,1.6304601234524055e-28,1.2401403149852366e-30,2.2519971085111525e-28,4.22512379216031e-27,2.4221492493789642e-45,4.4580595298317906e-46,8.669152973239533e-41,7.02604466347824e-39,1.352005553382817e-41,4.41845966076629e-49,4.068225227323934e-43,8.118534761124184e-41,4.475780143265408e-33,4.5215865583243574e-31,9.779643573822682e-40,4.323144784663908e-31,5.309475895417929e-31,5.9522665144344254e-46,2.648996900173026e-32,1.574612613691484e-41,2.5250087069361855e-30,1.8243735756858292e-39,1.3237800788462826e-40,2.7660445281998027e-42
49,7.677972408744359e-05,-3.82354417511652e-10,0.0,-5.178141941775038e-13,0.5119322917832113,3.307954328336497e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0565722149507089e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.860621995635947e-11,-1.978159907535209e-12,0.0,0.0,3.0625324302774207e-13,1.4146260351108699e-11,-3.609827846051215e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.36645059819254333,0.0,0.0,1.025010016901303e-14,9.937062736439589e-09,4.727497794771128e-08,1.3936404331993582e-10,1.061366839706591e-12,0.9999992612517503,6.798766576415106e-07,1.5191155070889038e-09,9.715868340795925e-18,4.644247542448043e-40,2.2993427878929324e-21,3.1841809881754366e-19,8.164778897272602e-27,9.138019913990162e-22,1.329705434282795e-29,4.7830306071362334e-36,2.6417386700479044e-35,4.456729304020464e-33,5.7329965247128934e-33,9.003282934268187e-19,2.285773270077762e-21,3.4991133248196886e-21,2.0556410562098455e-24,3.373639081423189e-28,2.1772103425829022e-28,1.6173143856676746e-30,3.0644952740392737e-28,5.9736509643513506e-27,3.967764366393271e-45,7.420113649779565e-46,1.4262312658591123e-40,1.0741040016889574e-38,2.2251005514754618e-41,7.31014602766923e-49,6.605828589520903e-43,1.261962454082318e-40,6.657265738857674e-33,6.373885191113374e-31,1.4449784537203694e-39,5.979677684747751e-31,7.236923871981749e-31,1.0206548093714306e-45,3.680083060693302e-32,2.153017444066703e-41,3.375094556660163e-30,2.580438879471093e-39,1.8367009085094041e-40,3.898253068419428e-42
50,8.151406443684924e-05,-5.973571931985163e-10,0.0,-5.7545963510785e-13,0.4893881918522651,3.288758181085862e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1148735365613766e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.047794428620444e-10,-2.237977193130933e-12,0.0,0.0,3.5044893350223184e-13,1.5253223157211955e-11,-3.5559823482285104e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.36645059812829345,0.0,0.0,1.2024747459214747e-14,9.222626314886583e-09,4.871502506465707e-08,1.478924412115973e-10,1.2010349286139275e-12,0.99999923976692,7.00468570076583e-07,1.6777529142598197e-09,1.0888168189516704e-17,6.40177743055595e-40,2.7749963260303672e-21,3.734985230694497e-19,1.0453382077119203e-26,1.1485274130581482e-21,1.6995443232117105e-29,6.461001489726324e-36,3.581016507593639e-35,6.107325608727892e-33,7.854154420206704e-33,1.0949853150613885e-18,2.9677865453054487e-21,4.548204480362779e-21,2.848084968956515e-24,4.408717820921576e-28,2.843251614895113e-28,2.0669856640617567e-30,4.078853681799622e-28,8.257372727617944e-27,6.264158436272788e-45,1.1903674168551076e-45,2.2671017915649427e-40,1.5925647763444996e-38,3.538258654984279e-41,1.1644264684188623e-48,1.037851603212194e-42,1.9021911182675396e-40,9.642819323901004e-33,8.780194300038986e-31,2.0747711327320047e-39,8.08319279905145e-31,9.646731779229438e-31,1.6866594768887855e-45,4.989777338996171e-32,2.872920095527035e-41,4.411458203419496e-30,3.5511351607533185e-39,2.4835738523467953e-40,5.364482687538402e-42
51,8.62484047862549e-05,-7.967655159300063e-10,0.0,-5.646874454256112e-13,0.4676466384439907,3.25803480842786e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1694047227095678e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1096342351689586e-10,-2.512993005804026e-12,0.0,0.0,3.9722632855105887e-13,1.634181940191845e-11,-3.491237539286547e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.3664505980622435,0.0,0.0,1.3957920772785689e-14,8.560104589010006e-09,5.005158021130709e-08,1.5629254283091e-10,1.3489261655339636e-12,0.9999992198256996,7.19564012008264e-07,1.8409479995331909e-09,1.2085875623000974e-17,8.618006344216649e-40,3.305363079182501e-21,4.334784280829439e-19,1.3155662682393146e-26,1.4235517437837768e-21,2.1353167910359826e-29,8.532559382958258e-36,4.745940872768058e-35,8.198855038221389e-33,1.0540844058050779e-32,1.3144907795777508e-18,3.7901466073730495e-21,5.815122551278701e-21,3.867984797330764e-24,5.649197159502831e-28,3.640630754491317e-28,2.594863012816977e-30,5.323831632787339e-28,1.118832171783218e-26,9.57216100296355e-45,1.8484682430353803e-45,3.495647143352292e-40,2.2982497636976353e-38,5.457655060356307e-41,1.7936893750625102e-48,1.583611160374624e-42,2.790237885317239e-40,1.3643362131389396e-32,1.1850635031745926e-30,2.9048159673803617e-39,1.070718973989116e-30,1.2608701992552166e-30,2.6978237707979076e-45,6.622270748706496e-32,3.752054686881078e-41,5.653036204419792e-30,4.7704519419118387e-39,3.282828333402959e-40,7.228236038229476e-42
52,9.098274513566055e-05,-9.81795374711127e-10,0.0,-5.47478660470574e-13,0.4466920412912695,3.217269021217104e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2237766151439285e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1715815427239398e-10,-2.8029615925224437e-12,0.0,0.0,4.4646461964266797e-13,1.7408978796201586e-11,-3.417461975787185e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.36645059799452323,0.0,0.0,1.6049808259870354e-14,7.945725545433586e-09,5.129216371065974e-08,1.64563371192961e-10,1.504914956441321e-12,0.9999992013159184,7.372717383160414e-07,2.0083695231655434e-09,1.3302159729026735e-17,1.1359714440503316e-39,3.8916399800399675e-21,4.983584610938501e-19,1.6305619158959477e-26,1.7426368242976493e-21,2.642217082655518e-29,1.1044317577858047e-35,6.165017004790245e-35,1.0806812006690353e-32,1.3889435816821447e-32,1.5598165184578391e-18,4.769639552057165e-21,7.326498086314033e-21,5.160385953390099e-24,7.113171288035378e-28,4.580643004253536e-28,3.206095878422481e-30,6.828986365289343e-28,1.4891849056738602e-26,1.4208547085304748e-44,2.7884411292855684e-45,5.245622746108504e-40,3.237699413480183e-38,8.19288041289312e-41,2.681694566005002e-48,2.354139974101867e-42,3.994864014946108e-40,1.8904446559793747e-32,1.5706678257243427e-30,3.9768378084962175e-39,1.3929357901637e-30,1.6195018588076835e-30,4.1918501527311905e-45,8.623522730038665e-32,4.807772901031973e-41,7.117598904327339e-30,6.27282326357407e-39,4.252622731353608e-40,9.55851681300448e-42
53,9.57170854850662e-05,-1.1535234514419425e-09,0.0,-6.091091760886567e-13,0.42650831310099147,3.1678138194975416e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2784775155350927e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2336362771409244e-10,-3.1076371178489988e-12,0.0,0.0,4.980427909954831e-13,1.8452175403780497e-11,-3.336310169694115e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.36645059792525375,0.0,0.0,1.830013926918627e-14,7.375991206677008e-09,5.24437494219326e-08,1.7270541117301895e-10,1.6688755431933017e-12,0.9999991841335566,7.536925995344451e-07,2.1797103230253038e-09,1.4530676369596004e-17,1.4694183182996494e-39,4.5348380771633896e-21,5.681248381654663e-19,1.993567111334106e-26,2.109608401972875e-21,3.225151458333671e-29,1.4041336072046768e-35,7.866312070404189e-35,1.4012369945170555e-32,1.800340484838173e-32,1.83183141805239e-18,5.9235792099320114e-21,9.109929237869327e-21,6.775500708998978e-24,8.81738850221435e-28,5.673660068349924e-28,3.905207764469148e-30,8.624406647302241e-28,1.9506944477817834e-26,2.0549769227506938e-44,4.098750097593601e-45,7.682461397967506e-40,4.4638558029060794e-38,1.2003342106239987e-40,3.903324518652661e-48,3.418595509658234e-42,5.596739250451509e-40,2.570857545250641e-32,2.04811050072187e-30,5.3366820736620946e-39,1.7831089441057174e-30,2.0479721622010858e-30,6.346483744792889e-45,1.1040818506540402e-31,6.056805449645186e-41,8.821478329321847e-30,8.092554441920266e-39,5.410523855075674e-40,1.2429561626461445e-41
54,0.00010045142583447186,-1.31285292445105e-09,0.0,-7.326300329946016e-13,0.4070789261004868,3.1108992707513655e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.328752659881936e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2957983637847736e-10,-3.4267759790665267e-12,0.0,0.0,5.518406986471697e-13,1.9469364580760467e-11,-3.249243859648588e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.3664505978545466,0.0,0.0,2.070825762723045e-14,6.847657705699604e-09,5.35128044908889e-08,1.8072030676702523e-10,1.8406832806524443e-12,0.9999991681821532,7.689201170566891e-07,2.3546855620379604e-09,1.576558818778244e-17,1.8688121024693337e-39,5.235819880441708e-21,6.427516799514579e-19,2.40764744675108e-26,2.528350088967561e-21,3.888710520806732e-29,1.7566395502425177e-35,9.877043573054103e-35,1.790207136963686e-32,2.2992906201256756e-32,2.131305412035229e-18,7.269732867412233e-21,1.1193877367327129e-20,8.768856774535935e-24,1.0777034275439573e-27,6.928991350331816e-28,4.696059717510006e-30,1.0740462017210075e-27,2.518648359415736e-26,2.903457069127056e-44,5.885897887652465e-45,1.1007358728497129e-39,6.036090256550213e-38,1.7204749375307635e-40,5.54592113537025e-48,4.8606095622298783e-42,7.689195000625869e-40,3.437737348279164e-32,2.631790924835907e-30,7.034123355893074e-39,2.249700590212666e-30,2.55382248105634e-30,9.387176390044783e-45,1.392234432117771e-31,7.515043297180451e-41,1.0779348431074145e-29,1.0263290043086996e-38,6.773222621429905e-40,1.5920537138801295e-41
55,0.00010518576618387751,-1.4606505209810657e-09,0.0,-8.173343086295092e-13,0.38838696604032596,3.047642206075789e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.372912605182803e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3580677276796019e-10,-3.760138713427145e-12,0.0,0.0,6.077402371725422e-13,2.0458926137256683e-11,-3.1575513072440236e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.36645059778250594,0.0,0.0,2.3273187467964515e-14,6.35771682019413e-09,5.4505326185506696e-08,1.886106086317929e-10,2.0202156363353805e-12,0.9999991533722554,7.830410161315556e-07,2.533031104298386e-09,1.7001571224228382e-17,2.3406677703790648e-39,5.9953337169768775e-21,7.222031097582088e-19,2.87567860861722e-26,3.002798477313581e-21,4.637149854676757e-29,2.1659384304823668e-35,1.2223217090763177e-34,2.2567492170845755e-32,2.897431736033862e-32,2.4589140583733282e-18,8.8262503930998e-21,1.360756698475803e-20,1.1201423908277324e-23,1.300556674789968e-27,8.354779556520832e-28,5.581829612533244e-30,1.3207568141677496e-27,3.2097405895096176e-26,4.0165401891895476e-44,8.27598534782546e-45,1.5461345789434635e-39,8.020138185544133e-38,2.4175595030060705e-40,7.70942456158115e-48,6.779874870867155e-42,1.0378874166419793e-39,4.527361239265062e-32,3.337215398603552e-30,9.122622340165104e-39,2.8014507849095223e-30,3.144688206490312e-30,1.359544176509976e-44,1.7316785117384782e-31,9.197368022155472e-41,1.300405924456001e-29,1.2817533315742495e-38,8.35629377203927e-40,2.0115211700859535e-41
